pincode,trigger_type,gps_accuracy_radius,location_jump_velocity,cell_tower_match,platform_online_status,claim_latency_seconds,motion_detected,app_active,historical_claim_rate,device_shared,disruption_start_epoch,claim_submitted_epoch,weather_verified,is_fraud
411001,platform_down,102.16446052486323,89.92144432379497,0,0,7115,0,0,0.2799393105637993,0,1711900800,1711925929,0,1
500001,curfew,76.95255393634318,105.44024147676619,1,1,6966,1,0,0.2421207606290373,0,1711900800,1711918585,0,0
380001,curfew,22.370668626129714,88.96436416721261,0,1,2944,1,0,0.017953470999239052,0,1711900800,1711907844,0,0
500001,rain,39.82559783664015,70.32110548874299,1,0,2321,1,1,0.34658225379235463,1,1711900800,1711918887,0,1
302001,platform_down,88.80315307407533,124.07015815106531,0,0,2805,1,1,0.5267712833153182,1,1711900800,1711912841,0,1
700001,platform_down,89.39073881416135,100.63867056640328,0,1,6986,0,1,0.2777109419083764,0,1711900800,1711908160,0,1
560034,aqi,118.48002378614822,15.026941850867527,1,1,4338,0,1,0.70045827642977,1,1711900800,1711904530,0,0
411001,platform_down,76.35606077306987,72.55808284296249,1,1,6833,0,1,0.41174952901126627,1,1711900800,1711912648,0,0
600001,rain,108.24678700605094,53.2423633814347,1,0,4338,1,0,0.31631783701066785,1,1711900800,1711897982,0,1
560001,aqi,9.385896338974666,103.34163278280319,0,1,3598,1,0,0.9390576587903312,1,1711900800,1711897296,0,1
110001,platform_down,69.24801434284588,5.806194401466157,0,0,3126,1,1,0.26280087728813906,1,1711900800,1711905978,0,1
400001,aqi,110.62221889015689,53.39406409511565,1,1,4663,0,1,0.39825762009665633,0,1711900800,1711920245,0,0
560034,platform_down,36.60757551584888,41.375920994653164,0,0,3757,0,0,0.3822907885207719,0,1711900800,1711910574,0,1
411001,platform_down,21.120562643922476,18.35417799536338,1,1,7066,1,1,0.24119834567124832,0,1711900800,1711910028,0,0
560001,platform_down,44.009688731320956,49.24453499154436,0,0,6834,0,1,0.2174767398104167,0,1711900800,1711918495,0,1
110001,curfew,95.69163156757945,87.46403616398229,0,1,1959,0,1,0.3023800188134036,0,1711900800,1711915822,0,0
302001,platform_down,12.909995317713928,47.01812505422842,1,1,1469,1,1,0.8642361699311809,1,1711900800,1711913513,0,0
560034,curfew,73.23962302918288,75.40085479580748,1,0,4440,0,0,0.7670828872292905,1,1711900800,1711922692,0,1
600001,heat,18.86889788378035,77.06553347211019,0,0,2461,1,1,0.6809995141600522,0,1711900800,1711916933,0,1
400001,rain,53.95729566102781,76.32444651754432,0,0,4361,0,1,0.45710299264249343,0,1711900800,1711907978,1,1
110001,aqi,116.01930918154372,68.83914491274672,0,1,5195,0,1,0.5077539846326035,1,1711900800,1711909572,1,0
600001,aqi,25.831879572085718,15.20847063871043,0,1,3077,0,1,0.26713884549346034,0,1711900800,1711910846,0,0
500001,heat,6.979936214985783,28.39927056659237,1,1,4100,0,1,0.07431591383591762,0,1711900800,1711899688,1,0
560001,platform_down,52.982790660430986,104.00871991262859,1,1,2998,1,0,0.33104055672048227,1,1711900800,1711917377,0,0
560034,rain,70.59038375974812,65.30751355995233,1,1,781,1,0,0.49558375599236615,0,1711900800,1711905017,0,0
560001,heat,37.80957499867318,91.78992105872095,0,0,5051,0,0,0.057313046519332445,0,1711900800,1711916421,0,1
110001,heat,66.38685639507301,74.08818042765901,0,0,1121,1,1,0.08823330205710644,0,1711900800,1711913583,0,1
380001,aqi,114.54802771148249,5.029733085030983,0,1,3321,0,1,0.26302523288456725,0,1711900800,1711915970,0,0
380001,curfew,39.477182127686085,103.50778997232707,0,1,4416,1,0,0.3670803735927616,0,1711900800,1711904596,0,1
400001,curfew,39.202962650317026,8.362145288776432,1,0,1604,0,0,0.3933168111187052,1,1711900800,1711915425,0,1
500001,platform_down,59.48384405207165,122.6126266506145,1,1,2739,1,1,0.11788606628800513,0,1711900800,1711922978,0,1
302001,platform_down,63.29201129928846,27.998999821659858,1,0,1291,0,1,0.2258213545347888,0,1711900800,1711918950,0,1
411001,heat,3.1598133273849704,66.61279864981944,0,0,5687,0,0,0.2616472520636087,1,1711900800,1711905264,0,1
560034,platform_down,75.05739035096626,8.26644552055225,1,0,3595,1,1,0.0676348762012462,0,1711900800,1711901969,0,1
560034,curfew,119.69080979377117,116.34120922655676,1,0,6282,0,1,0.3260997005896973,0,1711900800,1711911186,0,1
110001,rain,37.164941788043414,127.39223309342457,1,0,2838,0,0,0.07222157275550722,1,1711900800,1711906121,0,1
380001,aqi,76.8047754131839,19.018025353754684,1,1,2383,0,1,0.7034578431096701,1,1711900800,1711897516,0,0
700001,curfew,3.5407336389787827,38.45225052415757,0,0,4895,0,1,0.38604776655731043,1,1711900800,1711921037,0,1
302001,platform_down,73.7062136387371,2.063674833200213,0,1,6170,1,1,0.3267523893783747,1,1711900800,1711897275,0,1
110001,aqi,55.3069922030547,102.30551395576934,1,0,6852,1,0,0.1265221715036069,1,1711900800,1711918653,1,1
302001,aqi,65.04429895536683,40.49036324858364,1,1,7162,0,1,0.2265036554448958,0,1711900800,1711908438,0,0
700001,heat,66.6368811966089,76.54887101443806,1,0,351,0,1,0.2327052089391236,1,1711900800,1711897403,0,1
380001,platform_down,23.703497408082885,5.098405166401896,1,1,5108,1,0,0.985204214873303,1,1711900800,1711905095,0,0
600001,heat,93.08627025987697,93.00983466771717,1,1,4943,1,1,0.8353493795084933,1,1711900800,1711903767,0,0
700001,aqi,67.98994565820966,68.8225152363745,0,0,4733,0,1,0.015262291633431624,1,1711900800,1711911246,1,1
110001,heat,34.61275176114832,94.24743197984857,1,0,2828,0,1,0.6168365907684797,0,1711900800,1711909680,0,1
411001,platform_down,112.6736409481556,102.6433607096253,1,0,2935,1,0,0.25591009642192375,1,1711900800,1711904660,0,1
302001,curfew,4.494524070474555,11.601572603248382,1,1,1282,0,0,0.10437692881958427,0,1711900800,1711917359,0,0
500001,rain,87.93465403797533,75.15197570311926,0,0,719,1,1,0.7055997631197547,0,1711900800,1711924720,0,1
110001,curfew,47.60451672188115,84.49272440461084,0,0,7002,1,0,0.13160554946834924,1,1711900800,1711921662,0,1
600001,aqi,64.13774526342291,67.17343801284935,0,1,748,1,0,0.4437407795297357,0,1711900800,1711920508,0,0
411001,curfew,37.10664068513305,23.713221774465893,0,0,6330,0,0,0.6321651648399242,0,1711900800,1711921164,0,1
380001,heat,40.58650462281233,103.4276469275058,0,0,1788,1,0,0.5544947561549887,0,1711900800,1711919142,0,1
400001,platform_down,4.774447109475464,129.6695827491478,1,1,5051,1,0,0.9776290983027429,1,1711900800,1711901555,0,1
560034,curfew,88.39187537929256,126.00513281570797,1,0,6510,0,0,0.7857426131225226,1,1711900800,1711916635,0,1
700001,curfew,86.16341406368406,101.07884344704007,0,1,4600,1,0,0.7741933761274897,0,1711900800,1711899863,0,1
560034,platform_down,79.559909447645,54.35400396223479,0,0,4140,1,0,0.35559539408103125,1,1711900800,1711905823,0,1
110001,heat,105.72022962832892,43.84906471920288,0,1,5536,1,0,0.008395492084141698,1,1711900800,1711924539,0,1
380001,rain,108.44830692533678,8.910953883108135,1,1,6097,1,1,0.7344109296706883,1,1711900800,1711920968,0,0
560001,curfew,68.10398537275488,54.11721948771975,0,0,3728,1,0,0.9997320842956724,0,1711900800,1711916746,0,1
411001,aqi,83.12434857184634,20.28631770513387,0,1,4923,1,0,0.4058791077436156,1,1711900800,1711905589,0,0
500001,heat,4.286812925243796,33.0635127557837,0,0,19,0,1,0.9855184989571174,1,1711900800,1711918662,1,1
560034,heat,102.02213788839825,115.94528051305565,1,1,5091,0,1,0.14170810953434643,0,1711900800,1711897238,0,1
302001,curfew,98.52037062315122,125.90833209645847,0,1,1747,0,1,0.2965123516367174,1,1711900800,1711912244,0,1
600001,platform_down,5.369088355548904,123.31267006054885,1,0,2588,1,1,0.17072693174247067,0,1711900800,1711924294,0,1
560034,curfew,66.51055035878103,25.13623915964082,1,0,1568,1,0,0.4751759729268158,1,1711900800,1711907518,0,1
110001,curfew,109.07870174116053,117.11624707059197,1,0,2152,1,0,0.7969814015072204,1,1711900800,1711906120,0,1
411001,platform_down,24.222394482659812,18.39568911703447,1,1,2633,0,0,0.3406616915379539,1,1711900800,1711925675,0,0
411001,aqi,44.259455822180485,65.99582702389948,1,0,4010,0,1,0.9062289371518715,1,1711900800,1711916749,0,1
700001,platform_down,41.733280386685685,83.67623774436855,0,1,4555,1,0,0.5448304133297851,0,1711900800,1711918363,0,0
560001,curfew,44.64503562177092,60.12069350305444,1,1,5349,0,0,0.46542441374187726,1,1711900800,1711903386,0,0
700001,rain,7.900665563246944,123.7388666041851,1,0,7171,0,1,0.7870358421952763,0,1711900800,1711909619,0,1
400001,platform_down,35.64506900054787,43.317654001908664,1,1,2153,1,1,0.10144349704178457,0,1711900800,1711915708,0,0
500001,aqi,37.498188585927565,68.55909620274826,0,0,874,0,1,0.7737524712106747,1,1711900800,1711911457,0,1
380001,platform_down,104.30702967328216,9.808491612356269,1,1,1810,0,1,0.2429520001728267,1,1711900800,1711920983,0,0
110001,platform_down,44.1975728344092,110.78919541016042,1,0,3462,0,1,0.28081254718323756,1,1711900800,1711901334,0,1
110001,heat,55.32435856754551,53.73724147271281,1,1,2726,0,0,0.5994537733200799,1,1711900800,1711919878,0,0
380001,heat,47.546353006005475,91.06917502695966,0,1,4312,1,1,0.9019344250462051,1,1711900800,1711900971,0,1
380001,curfew,17.11879360338507,88.69193203642438,1,0,1819,1,1,0.5784069497708648,1,1711900800,1711912511,0,1
380001,curfew,118.87174065389802,87.91417606845208,1,1,4955,0,0,0.648949348794487,1,1711900800,1711902738,0,0
560001,platform_down,99.6215473124535,65.90197623846733,1,1,4351,0,0,0.7765945896052742,1,1711900800,1711913381,0,0
380001,rain,66.28767592220191,36.07744277121929,1,1,5840,0,0,0.25932475899248675,1,1711900800,1711900457,0,0
380001,curfew,58.73464584353305,81.26229261298023,1,1,2007,0,1,0.8272336728041425,0,1711900800,1711903661,0,0
560034,platform_down,78.96280287917206,125.03289549545836,1,1,2941,1,1,0.41796014906714973,1,1711900800,1711910975,0,0
302001,platform_down,41.19244437721887,108.4134032730208,1,0,2140,1,0,0.1756556934911625,1,1711900800,1711910943,0,1
411001,platform_down,8.88309583147399,14.139870101990955,0,0,4422,0,0,0.35011807946112494,0,1711900800,1711908598,0,1
380001,platform_down,50.3050671929184,3.0143622062515107,0,1,2702,0,1,0.24613111171822533,1,1711900800,1711913244,0,0
560034,platform_down,118.1253765567197,64.86627639315651,0,0,3186,0,0,0.22871360513564587,1,1711900800,1711918972,0,1
400001,heat,24.334576287693565,100.85781572291569,1,0,6523,0,0,0.28256319871916613,0,1711900800,1711911972,0,1
411001,aqi,64.74151918189776,40.807331911736945,0,1,2806,1,0,0.1809308147420895,1,1711900800,1711905100,0,0
500001,aqi,3.997003369624704,91.16097612754957,1,0,5825,0,0,0.6677017570826429,0,1711900800,1711907990,0,1
411001,platform_down,17.277687275894422,121.14976435104518,0,1,6783,0,1,0.5799917570351172,1,1711900800,1711908705,0,1
560001,curfew,71.7014289546527,59.66798590150695,0,0,6333,1,1,0.6484418929834285,1,1711900800,1711914828,0,1
380001,rain,37.79742975241669,31.74075530998084,1,1,5912,0,1,0.34372472382816044,1,1711900800,1711909479,0,0
411001,platform_down,108.9650849158931,119.30852207043213,1,1,6755,1,0,0.7697334025740443,0,1711900800,1711897857,0,1
400001,rain,50.521862616996465,61.39431532048293,1,1,4705,1,1,0.12960874095416475,0,1711900800,1711908357,1,0
560001,heat,27.339930864333144,53.01910986776431,1,1,5212,0,1,0.5711367094613602,0,1711900800,1711915283,0,0
380001,aqi,66.83423700631032,45.93700430032011,1,0,1565,1,0,0.2754529722464739,0,1711900800,1711918040,0,1
700001,heat,96.01191531558763,54.992203817045706,0,0,3700,0,0,0.5276099006976114,1,1711900800,1711919652,0,1
411001,curfew,5.272104455095192,87.57552104370657,1,1,4946,0,1,0.32363717524023916,0,1711900800,1711921631,0,0
380001,curfew,62.145853879714835,56.38355153862002,0,0,3582,1,0,0.7905117650912953,1,1711900800,1711924819,0,1
700001,platform_down,93.4909071370761,42.14910551269862,0,1,4453,1,0,0.8912718388380946,1,1711900800,1711911725,0,0
560001,curfew,15.119872591947411,96.67289652276354,1,1,5401,1,1,0.7425812233716312,1,1711900800,1711909816,0,0
600001,curfew,108.62742671517802,26.386285513171504,0,0,340,0,1,0.1755837128492468,1,1711900800,1711923575,0,1
302001,heat,33.948536966121374,26.251384203315453,0,1,4715,0,1,0.2748668983883623,1,1711900800,1711903163,0,0
600001,rain,22.960622102400734,90.53661975136437,1,1,1954,0,0,0.9193580655184158,0,1711900800,1711911197,0,0
700001,aqi,71.94296052961292,112.67184892463152,1,0,4849,0,0,0.4372201276582013,1,1711900800,1711919819,1,1
110001,curfew,23.478644060709385,31.357409134626824,0,1,3968,0,0,0.9411804093492668,1,1711900800,1711901735,0,0
302001,curfew,82.52507788342831,24.84624674693584,0,1,4674,1,0,0.3924516888622668,0,1711900800,1711920857,0,0
302001,heat,60.3419435938163,87.1397645677978,0,0,1694,1,0,0.9517746605906637,1,1711900800,1711911780,0,1
400001,aqi,15.864847526175051,80.70432783050985,1,0,2446,1,0,0.925738987733331,0,1711900800,1711912864,0,1
400001,heat,109.76134574609962,58.14280504754959,1,1,980,0,1,0.6605268899866162,1,1711900800,1711909018,0,0
380001,rain,81.76503296573537,12.461883180282632,1,0,756,0,1,0.00882704846150284,0,1711900800,1711925753,0,1
411001,heat,66.88118410445085,11.932106027643544,0,0,2194,0,0,0.4003346819759369,1,1711900800,1711899176,0,1
600001,aqi,46.797851995965296,101.05443257576609,1,0,5870,0,1,0.9112351296955958,1,1711900800,1711921521,0,1
500001,aqi,18.778608846445188,58.72998526143911,1,0,1394,0,1,0.8851102891081147,0,1711900800,1711900869,0,1
110001,curfew,85.77964941417468,111.53572186140266,0,0,4040,1,1,0.18738780009611367,1,1711900800,1711917776,0,1
500001,rain,98.19773094339995,74.71537470005211,0,0,6435,0,0,0.3991824959691026,1,1711900800,1711911487,0,1
380001,platform_down,17.720805442782577,80.43595835829225,0,1,5331,1,1,0.8355099278794716,0,1711900800,1711898137,0,1
700001,curfew,60.86441207096266,121.44527744811198,1,1,1028,0,1,0.5778778532500544,0,1711900800,1711919180,0,0
302001,heat,59.72700387812128,21.40006622512694,1,0,6897,1,0,0.8472992334462006,1,1711900800,1711914873,0,1
110001,heat,43.93966986173621,70.59314980860947,1,0,2588,0,0,0.826567384448563,0,1711900800,1711901870,0,1
380001,aqi,95.3530017608412,7.558017995584519,1,0,4121,0,0,0.907482006952483,1,1711900800,1711915734,0,1
110001,aqi,14.644984705401095,46.660256224675486,1,1,7158,1,1,0.1172205881945817,0,1711900800,1711904621,1,0
560034,aqi,26.98724931003453,19.25280497415667,1,1,4673,0,1,0.14521514145351566,0,1711900800,1711913014,0,0
600001,platform_down,3.1875239634652894,24.41867509699417,1,1,3950,0,1,0.08280902896905251,0,1711900800,1711922288,0,0
400001,platform_down,46.639290405712735,121.52331360786866,0,1,2034,0,0,0.9352688410954316,1,1711900800,1711910153,0,1
600001,curfew,37.06784564434352,79.3887286666345,1,0,5719,1,0,0.47516238437789315,1,1711900800,1711898716,0,1
500001,platform_down,104.43829609970432,115.98055731467586,1,0,6183,1,0,0.06432528348244815,1,1711900800,1711910772,0,1
110001,aqi,90.25979855691011,57.657623970797445,0,0,1552,0,1,0.32152990251404123,0,1711900800,1711907474,1,1
560001,curfew,12.883246997785811,77.69363506623984,0,0,6037,1,1,0.35141264112996684,1,1711900800,1711898604,0,1
400001,curfew,89.69184206229733,4.1722865850804265,0,0,2721,1,1,0.8095598234767573,1,1711900800,1711918076,0,1
500001,rain,82.02182590608817,61.03529019566343,0,1,3056,1,0,0.7354768921709229,0,1711900800,1711903370,0,0
560034,platform_down,35.961740011238575,73.32736753469246,1,0,7028,1,0,0.689387049562569,0,1711900800,1711923707,0,1
560034,heat,4.808910640439375,2.1811028545208466,1,1,6175,1,1,0.021863552591378732,1,1711900800,1711923661,0,1
560001,heat,16.47400096247936,102.63359298707324,0,0,1464,0,1,0.9106957964263788,1,1711900800,1711899553,0,1
302001,rain,32.243106900371444,38.40498795595872,0,0,3013,0,1,0.21555526691574156,1,1711900800,1711909199,0,1
110001,aqi,98.5448168398197,58.82331974490013,1,1,1712,0,0,0.6290614046926778,1,1711900800,1711908138,1,0
560034,rain,57.44160063121361,69.63193708962719,0,1,6813,1,1,0.06181904301141916,1,1711900800,1711897780,0,1
400001,aqi,110.45227659570888,128.98562990669635,0,0,5539,1,0,0.0815260918720545,0,1711900800,1711923988,0,1
500001,platform_down,95.33036975545109,12.893939093643773,1,1,4430,1,1,0.009577296130122148,1,1711900800,1711916913,0,0
560001,platform_down,36.591657041748796,72.18634308918475,0,1,5427,0,1,0.5659276445453306,1,1711900800,1711905493,0,0
302001,curfew,101.90737231992001,68.97723895403502,1,1,6334,0,1,0.6293796696169047,1,1711900800,1711901750,0,0
302001,curfew,16.656806328058572,8.95826042841368,0,0,3883,0,1,0.050462303233228756,0,1711900800,1711909680,0,1
380001,curfew,7.225749893118359,82.4119868253662,1,0,131,0,1,0.2904848847640389,0,1711900800,1711925618,0,1
500001,curfew,74.19896014685794,37.29107640619538,0,0,6277,0,1,0.8514544141780167,1,1711900800,1711916547,0,1
400001,heat,42.98393508091772,13.48983560140069,1,1,1486,0,1,0.10130836682291411,1,1711900800,1711897498,0,0
560034,curfew,41.542805339529714,23.22345101939885,1,1,275,0,1,0.21654716455333123,1,1711900800,1711901316,0,0
380001,curfew,83.40335777740744,107.06842031800106,0,0,37,0,1,0.42439120847242706,1,1711900800,1711913628,0,1
411001,curfew,102.46214785527974,13.536219116861204,0,0,5388,1,1,0.842274102633116,0,1711900800,1711904847,0,1
400001,aqi,40.69453412480357,60.700560471242206,0,1,2134,1,0,0.25484905447520423,1,1711900800,1711899743,0,1
110001,curfew,41.0266171766326,25.385505753298762,0,0,441,1,0,0.9971370153633421,1,1711900800,1711917443,0,1
500001,rain,65.46057159720928,21.101582071051563,0,0,4984,0,1,0.35526181313852834,1,1711900800,1711901978,0,1
560001,curfew,79.42248144341146,26.74252872421943,1,1,3787,0,1,0.3864486584836231,0,1711900800,1711911758,0,0
560034,curfew,26.739978079955808,64.06178148755063,1,1,7047,0,0,0.12210620423079432,0,1711900800,1711917978,0,0
411001,heat,109.7834608906891,30.912494744504265,1,0,5164,1,0,0.6801979008565308,0,1711900800,1711917136,0,1
110001,curfew,79.56673329068542,12.575283545832846,1,1,4541,0,0,0.2434651827844816,0,1711900800,1711912583,0,0
560001,aqi,76.1439319300675,104.18211300213191,0,1,1095,1,1,0.6288675952950463,0,1711900800,1711916739,0,1
560034,platform_down,108.79088941992887,70.17678241231914,1,0,6205,1,1,0.22315772840292658,1,1711900800,1711924907,0,1
700001,curfew,109.15001442955382,20.390974807914382,1,1,6269,0,1,0.38787226722646795,0,1711900800,1711913871,0,0
700001,curfew,18.85936411329925,61.28588032218211,1,1,2104,1,1,0.8566720919544175,1,1711900800,1711917289,0,0
302001,curfew,19.973833965644467,8.887124983478284,0,0,2495,0,0,0.73890591147407,1,1711900800,1711897716,0,1
411001,heat,92.14799777599727,75.45588227043861,0,1,110,1,0,0.15459089994372344,1,1711900800,1711899401,0,1
411001,platform_down,114.95495362864455,44.2396265477376,1,1,5408,0,0,0.6077081673741014,0,1711900800,1711903777,0,0
700001,heat,80.98210038603364,13.458708851921337,0,0,2164,0,0,0.6286406516738093,0,1711900800,1711909829,0,1
380001,heat,51.1240888370389,23.873700482891667,1,1,5088,0,1,0.09056847350186104,0,1711900800,1711905302,0,0
380001,heat,82.96635735352824,44.94135163059445,0,0,3058,1,0,0.4658056543359358,1,1711900800,1711925957,0,1
302001,aqi,29.77095443371504,104.83296905799156,0,0,6512,0,0,0.2606683956676079,1,1711900800,1711900858,0,1
560034,platform_down,119.76205707751069,22.588240509877036,0,1,4992,0,1,0.46713014276348297,0,1711900800,1711904122,0,0
380001,aqi,53.436970489505114,14.25634879406378,1,0,809,0,1,0.777070991322875,0,1711900800,1711901486,0,1
380001,aqi,112.00726229351737,67.07207084053896,0,0,5131,0,1,0.1582595598103197,0,1711900800,1711925099,0,1
600001,platform_down,53.40337218506167,72.63060531743443,1,1,3832,0,0,0.12330420558804378,1,1711900800,1711925852,0,0
600001,aqi,111.59235439126505,11.731371296764232,0,0,5621,1,0,0.26931649510577294,1,1711900800,1711901136,0,1
400001,platform_down,42.27519665315013,36.98298229694926,1,0,6009,1,1,0.9522754503465832,0,1711900800,1711922945,0,1
600001,curfew,91.9835292047294,34.15932492885303,1,1,6019,1,1,0.7478242111849663,1,1711900800,1711898190,0,0
560034,heat,114.2672354518549,24.208809229944993,1,0,1305,0,1,0.019455862814546587,1,1711900800,1711918555,0,1
560034,aqi,78.5797393489049,41.03295653608499,1,0,5273,0,1,0.40100484248337664,0,1711900800,1711925481,0,1
600001,platform_down,82.27513141566051,4.824106499978563,1,1,444,0,0,0.2573979790803852,1,1711900800,1711904921,0,0
110001,rain,15.037690702679985,84.7014717839522,1,1,5580,1,1,0.6381445683721739,1,1711900800,1711915435,0,0
560001,aqi,58.48373381817641,128.50332885439934,0,0,6757,1,0,0.4592924535341931,1,1711900800,1711905389,0,1
302001,aqi,106.75038251215413,82.42607977100235,1,0,3814,0,1,0.9644985248639408,0,1711900800,1711899909,0,1
560034,platform_down,31.186450838994023,46.93993857069221,0,0,2623,1,1,0.21897845098423818,1,1711900800,1711917591,0,1
700001,rain,95.23847257930262,86.82833914893799,1,1,925,1,0,0.5878564159989407,1,1711900800,1711916205,0,0
560034,rain,82.0580566390611,74.29706973306492,1,0,2285,0,1,0.7002100149902226,0,1711900800,1711910766,0,1
400001,curfew,29.089357874642882,110.0785309763548,0,1,4650,1,1,0.8255644893453816,0,1711900800,1711899378,0,1
560034,aqi,36.08657101635184,80.84369292766006,1,0,5343,0,1,0.4069710304280071,1,1711900800,1711898038,0,1
411001,heat,53.024625314121565,82.42992610076233,0,0,657,1,0,0.6869219076574815,1,1711900800,1711910888,0,1
700001,aqi,17.6401182159249,28.816344475489142,1,1,2305,1,0,0.3032014713842828,1,1711900800,1711906947,1,0
560001,heat,109.86444176751021,54.031541009887114,0,0,4088,1,1,0.4354760923618203,0,1711900800,1711922998,0,1
560034,heat,89.50483979343049,44.774087833238035,0,1,1441,0,1,0.8956271312033992,0,1711900800,1711918518,0,0
600001,platform_down,45.70079970041883,1.4852743624876275,1,1,5182,1,0,0.9499076093309543,1,1711900800,1711923819,0,0
560034,aqi,38.06086295068053,40.726494820577976,0,0,5705,0,0,0.7188173469272647,0,1711900800,1711906825,0,1
302001,platform_down,83.68072782654816,63.18807616198353,0,0,2371,1,0,0.374351890776185,0,1711900800,1711905304,0,1
400001,curfew,52.63384786847071,77.98032231731054,1,1,4142,0,1,0.820057789974664,0,1711900800,1711912178,0,0
302001,heat,29.83237891289351,121.4939630723592,1,1,733,0,1,0.025867081725420182,0,1711900800,1711904538,0,0
560001,rain,53.327638097929615,31.084788716776128,1,1,1557,0,1,0.10274591053942106,0,1711900800,1711898368,1,0
560001,heat,104.94174703704095,19.815768844112583,0,0,989,1,1,0.6613737363753611,0,1711900800,1711912387,0,1
560001,curfew,11.026976475175726,113.02793956986456,0,0,93,0,0,0.29124857527005743,1,1711900800,1711920932,0,1
400001,heat,46.09791493198371,122.44017423149819,0,0,7053,1,0,0.9513862184004778,1,1711900800,1711898147,0,1
302001,platform_down,115.59371249300834,63.43405231554097,1,0,5223,0,0,0.43606061209230473,1,1711900800,1711897360,0,1
380001,aqi,4.735325567185967,14.978152962506757,1,1,3496,0,1,0.429364820389177,0,1711900800,1711908523,0,0
411001,rain,107.20491715115259,63.10047890600626,0,1,1375,0,0,0.6780795101909313,1,1711900800,1711911750,0,0
560001,platform_down,46.855542733527656,14.227632523424939,1,1,4824,0,1,0.7675685623061896,1,1711900800,1711899827,0,0
110001,aqi,25.17362993532848,114.81412523108615,1,0,559,1,0,0.4755587381251365,0,1711900800,1711913432,1,1
302001,rain,4.752630454189101,92.0595136001125,1,0,3502,1,1,0.21400090171172415,1,1711900800,1711916119,0,1
302001,curfew,11.25116776365914,31.347812302300515,1,0,5477,0,1,0.7733086427256216,1,1711900800,1711915856,0,1
600001,heat,23.10567361423049,115.26979013118228,1,1,2772,1,0,0.3203512748736276,1,1711900800,1711917047,0,0
500001,rain,5.97288089041065,82.9272247764115,0,1,3863,1,0,0.1751107692938576,1,1711900800,1711918388,0,1
500001,curfew,42.29443456653054,123.9242337737129,0,1,4692,0,0,0.6316401899250133,0,1711900800,1711913744,0,1
700001,aqi,8.25249438180722,127.46238037137113,1,1,3209,1,0,0.0904536669903504,1,1711900800,1711915368,1,0
400001,rain,83.98927923580385,0.42663260064335184,1,0,5970,1,0,0.9713526750860549,0,1711900800,1711923720,1,1
560001,curfew,98.8121322838828,15.62784717358095,0,0,161,0,0,0.632397264412137,0,1711900800,1711920182,0,1
600001,aqi,106.83327905781772,71.09990300488865,0,0,5167,1,1,0.9858955209217558,1,1711900800,1711916766,0,1
560001,platform_down,67.24799717341223,124.26087368074789,0,1,3508,0,0,0.33889342347863605,0,1711900800,1711925750,0,1
560001,heat,113.74161631804425,129.25037261626042,0,1,2222,1,1,0.9712051611903979,0,1711900800,1711912080,0,1
600001,curfew,3.66051771549272,73.7630315894576,0,1,2995,0,1,0.14556224772862358,0,1711900800,1711917208,0,1
600001,platform_down,18.680143693202353,22.594193562879937,1,1,4104,1,1,0.04069477234702845,0,1711900800,1711909136,0,0
411001,aqi,37.300419745517075,21.1965026011318,0,0,1577,1,0,0.03298406045460256,1,1711900800,1711922542,0,1
560034,rain,95.3158597086457,99.301508554838,0,0,221,1,0,0.4648703705992271,1,1711900800,1711915611,0,1
500001,heat,106.59052939566128,76.9518982318187,0,1,6679,1,0,0.08300419747859478,0,1711900800,1711909398,1,0
560034,aqi,75.3217308028111,71.34060686125919,0,0,4847,1,0,0.5121678841676017,0,1711900800,1711905576,0,1
700001,curfew,47.83865229586921,60.54944002906712,1,1,2189,0,0,0.3275005035089005,0,1711900800,1711899096,0,0
600001,heat,80.90393561956948,94.26750145561861,1,1,3233,1,0,0.3356289924741156,0,1711900800,1711908687,0,0
400001,platform_down,24.165226526850837,111.54704327082491,0,1,4201,0,1,0.6356089965451698,1,1711900800,1711899604,0,1
700001,heat,56.571264104174546,39.38455055543272,0,1,1536,0,1,0.16309800615162018,0,1711900800,1711916123,0,0
600001,platform_down,62.382659503824925,28.71930973286578,1,1,7166,1,1,0.766553370339731,1,1711900800,1711914316,0,0
560034,aqi,15.269932858312108,87.12589162094251,0,0,531,0,1,0.5820309197786347,0,1711900800,1711907013,0,1
380001,rain,6.963101245927936,118.91521512714394,0,0,6527,1,1,0.9149446288475109,0,1711900800,1711897777,0,1
380001,heat,90.7623431899671,45.26046721873121,1,0,3956,1,0,0.3648406537675234,0,1711900800,1711915745,0,1
500001,rain,65.5606440357259,35.418268493064,1,0,5145,1,0,0.9827149920671255,1,1711900800,1711905769,0,1
110001,rain,41.87192811971845,29.394901930630535,0,0,1712,1,1,0.5758276467140232,1,1711900800,1711917432,0,1
400001,heat,54.155749904354565,33.08381800056201,0,0,6761,0,1,0.9734019561875338,1,1711900800,1711914892,0,1
560001,heat,115.05129934946565,17.54133458484088,1,1,27,1,1,0.02706065404711533,0,1711900800,1711909584,0,0
302001,rain,48.03491131393222,77.58116958908596,1,1,3490,1,0,0.727976322412388,1,1711900800,1711898041,0,0
700001,curfew,15.10706951849145,36.50738892596324,1,0,7184,1,0,0.8166215242927363,0,1711900800,1711915755,0,1
600001,curfew,57.24145500891122,79.9427670155276,0,1,1729,0,0,0.053173286676487574,0,1711900800,1711921931,0,0
