pincode,season,rain_disruptions_3m,aqi_disruptions_3m,heat_disruptions_3m,avg_claim_rate,platform,shift_type,imd_red_alert,worker_claim_history,flood_vulnerability,risk_label,disruption_hours
700001,monsoon,16,2,1,0.4915099990381792,zepto,night,1,0.9981978792878575,0.65,2,5.751800047010097
600001,monsoon,2,7,6,0.46248847411751737,zepto,morning,1,0.003504663531058272,0.5,1,4.015006921308312
560034,monsoon,14,8,0,0.3928345749389096,swiggy,night,1,0.02762975580841509,0.7,2,6.200675930900331
380001,summer,3,3,5,0.16288977187280912,blinkit,night,0,0.8238405151711938,0.3,0,1.5385891929066375
400001,winter,3,8,7,0.40850024174881533,zepto,evening,0,0.19946268683305202,0.8,1,4.458050870245008
302001,summer,17,6,7,0.20439650863558628,swiggy,evening,0,0.06076926839624086,0.2,1,3.240918607270454
600001,winter,16,2,5,0.1633865490775226,swiggy,evening,0,0.23714807323650222,0.5,1,2.9439064985308514
302001,summer,18,6,7,0.3724326792331398,swiggy,evening,0,0.4261001539808602,0.2,1,3.6006300938468425
400001,summer,10,0,7,0.039826963810211446,zepto,night,0,0.7305662704334048,0.8,1,3.7359201575101544
700001,monsoon,19,2,6,0.024281361647830846,swiggy,evening,0,0.6243355265512055,0.65,2,4.755005025559359
600001,post_monsoon,2,5,3,0.2239768485905928,blinkit,morning,1,0.23762121756042043,0.5,1,3.9344055985910207
302001,post_monsoon,7,3,0,0.22281940041108095,swiggy,night,0,0.5032704481005844,0.2,0,1.4359591200784145
380001,winter,13,6,7,0.44782207653191747,swiggy,evening,1,0.9262141053985687,0.3,2,4.362359941701872
110001,post_monsoon,0,2,1,0.0630765481439084,swiggy,night,0,0.8150077769837577,0.3,0,0.7627564128096138
560001,summer,13,0,6,0.061641963726206395,swiggy,evening,1,0.3231897848317934,0.6,1,4.923075631760421
110001,summer,1,8,7,0.07372630023745058,blinkit,night,0,0.9822645613556963,0.3,1,2.9104204739745594
400001,monsoon,3,5,1,0.014868130647301303,zepto,evening,1,0.708620400435131,0.8,2,5.626223773964157
560034,monsoon,18,7,4,0.03586586890745419,blinkit,morning,0,0.06244935566678178,0.7,2,4.665236525352615
560001,post_monsoon,5,2,3,0.3299349334145195,blinkit,evening,0,0.03516071328863868,0.6,1,1.7850955435544669
411001,winter,0,7,2,0.2157921645587546,zepto,night,0,0.16840794901002998,0.5,0,2.1571235261897668
380001,post_monsoon,16,1,7,0.3818015335440068,swiggy,night,0,0.7278558680501468,0.3,1,4.35579750600218
411001,post_monsoon,7,3,1,0.4962988592908301,zepto,morning,1,0.1837389258424279,0.5,1,4.6830448709132435
600001,post_monsoon,18,2,6,0.32951734054950066,zepto,night,0,0.5114867692088335,0.5,1,4.3835571503986035
560001,post_monsoon,0,9,3,0.025227785310061868,blinkit,morning,0,0.09326012018083174,0.6,1,2.4719628636441846
411001,summer,4,0,0,0.052281432377170756,zepto,night,1,0.9208861578301951,0.5,1,4.138581238220402
411001,winter,15,6,6,0.4405020424073539,swiggy,night,0,0.34396061358356755,0.5,1,4.4389946898016515
302001,summer,5,9,4,0.26374797227913077,blinkit,morning,1,0.9081320565606308,0.2,1,4.615879191590175
110001,winter,7,1,5,0.41241857969787,swiggy,night,1,0.9448756419105443,0.3,1,2.706147568787092
302001,monsoon,12,3,7,0.428306168112463,blinkit,night,0,0.006128647313680791,0.2,1,2.9118228942665936
560001,post_monsoon,15,8,0,0.4638372707497596,swiggy,morning,0,0.46413518719873204,0.6,1,4.568351166227059
560001,summer,2,5,1,0.47491460274318287,zepto,evening,1,0.024656055706892888,0.6,1,4.3071376087568005
400001,winter,18,7,7,0.2774128982516531,zepto,morning,0,0.9086927663029059,0.8,2,5.9254281257981996
302001,monsoon,11,1,1,0.17051008612801694,zepto,night,1,0.5184075447345758,0.2,1,4.1048331045000115
500001,monsoon,15,6,0,0.4809324371739993,swiggy,evening,0,0.07494401269849682,0.4,1,4.538791073388095
110001,post_monsoon,10,5,1,0.2737032030006126,blinkit,evening,0,0.11027672827656687,0.3,1,3.5948962898809134
560001,winter,9,8,6,0.03212636147730552,blinkit,evening,1,0.38350902449273905,0.6,2,6.425861585201807
400001,summer,19,6,3,0.3213882750299325,blinkit,morning,0,0.9402341928728895,0.8,2,5.857897150528687
302001,post_monsoon,3,0,1,0.2938423751975054,zepto,evening,0,0.6929091515680809,0.2,0,0.7788250131948432
110001,summer,11,7,4,0.447896436447353,swiggy,evening,0,0.8676188661891324,0.3,1,2.6370891156591387
302001,monsoon,1,9,3,0.32659359457890624,blinkit,evening,1,0.36645664633997965,0.2,1,3.367443170181793
411001,summer,18,2,6,0.1745262122307757,swiggy,night,0,0.04321369954999832,0.5,1,4.817458673713377
400001,summer,4,1,7,0.4831128628529102,blinkit,morning,1,0.9743176372044141,0.8,1,3.9257761254844468
110001,post_monsoon,7,2,2,0.4008097429910168,zepto,morning,0,0.017172990662369547,0.3,0,2.7223324921243695
700001,summer,6,5,7,0.3152088091906772,swiggy,night,1,0.947651653081089,0.65,1,4.799324844808094
600001,post_monsoon,13,2,1,0.14646260170156145,blinkit,evening,0,0.3686774238491447,0.5,1,3.0220916078788367
600001,monsoon,2,9,1,0.18677014815714776,blinkit,night,0,0.010090405021881521,0.5,1,2.275856402752676
110001,post_monsoon,17,4,4,0.33498496204832834,blinkit,night,1,0.6891572317245083,0.3,2,4.878378618678111
302001,post_monsoon,15,5,6,0.03599040923166086,blinkit,evening,0,0.9805403040313542,0.2,1,2.887272375950471
400001,winter,18,7,4,0.12834029582513173,zepto,evening,1,0.9656257228375925,0.8,2,7.584950698221322
600001,summer,18,6,5,0.356950466698299,blinkit,morning,0,0.16093701120241843,0.5,1,5.231913864344275
400001,monsoon,17,7,6,0.24000925492231046,blinkit,evening,1,0.18124780606615498,0.8,2,7.999572790761601
600001,post_monsoon,19,2,0,0.20119678240721506,zepto,night,0,0.5655389146196601,0.5,1,4.2008888838307525
411001,monsoon,15,3,0,0.07572881120020725,blinkit,night,1,0.6373048264283244,0.5,2,5.721478133727652
302001,winter,7,5,0,0.2209245172388663,swiggy,evening,0,0.7394179136658656,0.2,0,1.8264870998506721
411001,summer,0,6,4,0.38534598538011694,swiggy,morning,1,0.1810503604721475,0.5,1,3.610061951497854
600001,post_monsoon,16,8,0,0.1320064230359465,blinkit,night,1,0.9590070867644345,0.5,2,5.459809806337171
700001,summer,11,0,6,0.0026992710918387064,zepto,evening,0,0.6387392562892379,0.65,1,3.03840142983011
700001,winter,10,7,0,0.3342524505754914,zepto,morning,1,0.8470469188705548,0.65,1,6.051530244329389
411001,winter,4,7,2,0.4863133022162763,zepto,morning,1,0.5400657152841718,0.5,1,3.558267023947125
700001,monsoon,11,5,0,0.30341328179429145,blinkit,night,0,0.4142768475898826,0.65,1,4.407415483838844
600001,post_monsoon,16,3,1,0.05996092946356507,blinkit,night,0,0.977182906594996,0.5,1,3.8619254739741415
110001,monsoon,5,2,5,0.16036654617233653,swiggy,morning,0,0.5821213708198361,0.3,1,0.8872318076467264
411001,winter,0,2,4,0.4338208073601117,zepto,morning,0,0.8668735827991789,0.5,0,0.43071533028426523
560034,summer,4,5,3,0.11628403712841429,blinkit,morning,0,0.9532923963662899,0.7,1,3.9317306732766713
302001,monsoon,13,7,5,0.303847951748804,blinkit,evening,0,0.6753546270086592,0.2,2,2.297291765992062
700001,monsoon,4,6,2,0.2013356041269989,blinkit,night,1,0.548938678518675,0.65,2,4.61781369199297
700001,summer,0,0,4,0.10392186070982451,zepto,morning,1,0.0035108509106506203,0.65,1,3.6269753971884913
560001,monsoon,17,5,6,0.40670344678233983,zepto,night,1,0.04001964073900599,0.6,2,5.693398885476765
500001,summer,15,6,7,0.3714156382328451,swiggy,night,0,0.20085121605111633,0.4,1,3.773237315823223
411001,post_monsoon,8,6,4,0.3307955329796327,zepto,night,0,0.18600843185599525,0.5,1,3.539411955003906
380001,summer,18,8,1,0.1181682951343756,blinkit,morning,1,0.25475879519984534,0.3,2,6.0466580924102376
700001,post_monsoon,4,9,6,0.04892850135822502,swiggy,evening,1,0.3049346376976608,0.65,1,4.719712216762873
302001,summer,1,4,5,0.2880796649129831,zepto,morning,0,0.36006549355072826,0.2,0,1.2684523148376612
560034,winter,14,0,5,0.27683891676971667,zepto,night,1,0.42053769006887654,0.7,2,5.648882667907211
700001,winter,6,1,0,0.0941925046674365,zepto,morning,0,0.09886633845601467,0.65,0,2.464791710218736
560034,post_monsoon,3,3,6,0.028123347157586243,zepto,morning,0,0.04236193195278204,0.7,1,3.450245228386865
600001,post_monsoon,0,4,7,0.04035422709699299,blinkit,night,1,0.6739444490730234,0.5,1,3.5037102924807164
600001,winter,12,8,1,0.4963854932563669,zepto,night,0,0.5373348248430777,0.5,1,3.1789844113804655
500001,post_monsoon,19,0,0,0.39179194737144185,blinkit,morning,0,0.44414420222011963,0.4,1,4.310837324585874
110001,summer,6,2,0,0.4609937379825863,blinkit,morning,0,0.6344399411683523,0.3,0,1.6922420750031826
380001,summer,14,4,7,0.09752736111818167,blinkit,morning,0,0.8276794072035405,0.3,1,3.2552819046759534
560001,winter,13,2,4,0.48028426816171754,swiggy,morning,1,0.4276929091162046,0.6,1,5.454097417098369
500001,monsoon,18,3,5,0.07132717573658104,blinkit,evening,0,0.6411194650519794,0.4,2,3.803526248506952
400001,summer,19,2,0,0.25454091428323555,zepto,morning,0,0.9535722238351587,0.8,2,6.351518931447178
560001,post_monsoon,17,3,2,0.414847842208532,swiggy,evening,1,0.8396244958615607,0.6,2,5.403341137365789
411001,monsoon,9,0,2,0.1749016772557897,zepto,night,0,0.42600081050240945,0.5,1,2.8783437386492188
302001,monsoon,8,7,5,0.21241426658845025,blinkit,evening,0,0.644716837814743,0.2,1,2.690675790577458
400001,summer,7,3,2,0.06409255514954892,zepto,night,1,0.17707092191593976,0.8,1,5.270606387514001
400001,summer,9,6,7,0.061460939999486375,swiggy,evening,1,0.5605221848950899,0.8,2,5.7545070957610145
500001,monsoon,16,1,4,0.3097841123893298,swiggy,night,0,0.9813282911384428,0.4,2,3.511493358506605
110001,monsoon,1,1,1,0.33776618431002836,zepto,morning,0,0.5183151152025223,0.3,1,0.7484100271010149
500001,winter,5,5,3,0.38866625704109664,zepto,evening,1,0.9276382991901473,0.4,1,3.53954342091358
411001,post_monsoon,4,1,0,0.27834102634087676,zepto,evening,0,0.4073349205032607,0.5,0,2.7792717256338904
700001,winter,8,5,3,0.32287964613065295,swiggy,night,0,0.9988448271846312,0.65,1,3.429126638251538
700001,summer,4,1,1,0.0067586358498600285,blinkit,night,0,0.5792200352275578,0.65,1,3.7160928334031897
110001,winter,17,3,1,0.08108536356859403,zepto,evening,1,0.042268994235934554,0.3,1,5.584470159397884
411001,winter,19,6,7,0.4924573830084523,blinkit,night,0,0.5867547966913881,0.5,2,3.6161851426967875
110001,winter,8,7,4,0.0379967531579159,swiggy,morning,1,0.27457269567959663,0.3,1,4.741629508113783
560034,winter,16,2,2,0.33939411113012247,zepto,evening,1,0.03248132203589471,0.7,2,6.173420097138708
700001,post_monsoon,16,8,2,0.08804131651585811,zepto,morning,1,0.8208533046946633,0.65,2,5.955024126308088
400001,post_monsoon,11,1,7,0.35835929288382096,swiggy,evening,1,0.2757296369807559,0.8,2,6.302127599912982
380001,monsoon,6,7,1,0.3529952014809967,zepto,morning,0,0.7965485540464985,0.3,1,2.282041533273236
302001,summer,2,7,4,0.1170995298940451,blinkit,evening,1,0.28821758295586697,0.2,1,2.8395338198591085
411001,winter,9,3,4,0.1348171996096021,swiggy,night,0,0.19432635387377428,0.5,1,3.3375950084711463
560001,monsoon,1,0,5,0.32738535680104414,swiggy,evening,1,0.9739355741044274,0.6,1,4.021415169778117
110001,monsoon,2,0,6,0.19504301939010682,zepto,morning,1,0.36164532775501956,0.3,1,2.7567075990990793
302001,monsoon,15,1,0,0.09727398484995564,swiggy,evening,0,0.6013762114431604,0.2,1,2.9709096739476695
560001,post_monsoon,1,8,7,0.3658397993937409,zepto,morning,1,0.6099814928144716,0.6,1,3.9015669927733736
302001,winter,9,1,6,0.07707376216816708,zepto,morning,1,0.5604734821735018,0.2,1,4.11287842451605
380001,winter,5,1,7,0.4278218320724733,swiggy,morning,0,0.9146957435212146,0.3,1,1.8115253932793898
560001,summer,10,5,2,0.25733476202591377,zepto,night,1,0.6744410713668685,0.6,1,5.1872784362915
500001,winter,6,6,1,0.052850301939650346,blinkit,evening,1,0.4037330041049302,0.4,1,4.025246561520615
600001,winter,14,6,7,0.3470361667654922,blinkit,morning,1,0.862380384524274,0.5,2,6.213412797793528
500001,monsoon,5,8,7,0.25958151978727023,zepto,night,0,0.1810628991159644,0.4,1,2.618838201850436
700001,summer,19,5,5,0.14902878589740476,blinkit,morning,1,0.5442367576104175,0.65,2,7.314698809067662
600001,winter,8,7,3,0.21126969011192742,zepto,evening,0,0.9505503719437564,0.5,1,3.164212648321732
500001,post_monsoon,19,5,2,0.14916887179374938,blinkit,night,0,0.6253976298804127,0.4,1,4.911152741891371
600001,winter,11,1,0,0.13151291787139202,swiggy,morning,0,0.8169684504748762,0.5,1,3.353548090171181
600001,monsoon,18,0,4,0.0818042104218561,zepto,morning,1,0.6535607255451928,0.5,2,5.224622505708021
400001,post_monsoon,19,4,1,0.18138356656873794,zepto,morning,1,0.8393708635378904,0.8,2,7.106511951186638
110001,monsoon,2,8,2,0.12549360315803537,zepto,evening,1,0.9444878798452436,0.3,1,2.4046985417994313
110001,winter,14,7,3,0.34171724352695854,zepto,night,1,0.2729217275327368,0.3,1,4.827980079484075
400001,post_monsoon,1,3,7,0.34193837058165316,zepto,night,0,0.16966108125671886,0.8,1,2.061096797370177
302001,summer,1,4,0,0.2509201212778192,zepto,night,0,0.4839907503325399,0.2,0,2.1487500465898375
560034,summer,2,4,7,0.38897226373516053,swiggy,morning,1,0.7018624268242158,0.7,1,3.5169846919916936
302001,post_monsoon,5,5,0,0.4206698595030241,swiggy,night,1,0.2271912531822161,0.2,1,4.642895313608989
560001,post_monsoon,14,2,5,0.28988322871713657,blinkit,morning,0,0.004101450430167075,0.6,1,4.357139766334241
560001,monsoon,9,4,7,0.30946758138171687,zepto,evening,1,0.34293511583670533,0.6,2,4.7905664160234895
600001,post_monsoon,8,1,2,0.1414429548931826,blinkit,night,1,0.9688593354677885,0.5,1,4.703180050310413
500001,monsoon,0,9,3,0.4474346003527599,blinkit,morning,1,0.6949674606058467,0.4,1,3.2777426404202252
500001,winter,15,0,0,0.012103022211264913,swiggy,night,1,0.40132544394122394,0.4,1,4.2452255597961965
110001,monsoon,5,0,1,0.17430123472142284,blinkit,night,1,0.19257609734684034,0.3,1,3.189535134104414
411001,post_monsoon,8,9,0,0.360900210774928,swiggy,evening,1,0.356089673754747,0.5,1,5.4500363481631195
302001,post_monsoon,3,6,3,0.04004475483558062,blinkit,night,0,0.16983943330124796,0.2,0,2.289205447630944
700001,winter,1,1,4,0.09158476371414631,zepto,evening,0,0.10630582131295141,0.65,0,2.448865054779496
380001,post_monsoon,3,3,4,0.2946428639314256,blinkit,night,0,0.9067423725725539,0.3,0,1.3853272381653343
500001,post_monsoon,0,4,5,0.27999683573177897,swiggy,night,0,0.9976503383754736,0.4,0,2.2931380410404114
380001,summer,18,6,2,0.3694641480654775,swiggy,night,1,0.1641144395957903,0.3,2,6.281487913118019
600001,summer,9,1,3,0.4063063195440859,swiggy,night,1,0.054522558878279725,0.5,1,4.58450876388577
380001,winter,14,5,5,0.06428978925583456,blinkit,night,0,0.32973110714621234,0.3,1,4.105388873411747
700001,monsoon,18,0,6,0.009190494887621026,blinkit,night,0,0.4616591807614153,0.65,2,5.7424051554924045
400001,summer,15,6,0,0.34481925982945305,swiggy,evening,0,0.20482124707585447,0.8,1,4.978208029953134
700001,monsoon,3,8,6,0.1506958978831796,zepto,evening,0,0.30142491179855846,0.65,1,2.750161158858498
380001,post_monsoon,1,4,0,0.3129919569589768,zepto,morning,0,0.2008707356916577,0.3,0,1.1636554047860175
700001,summer,12,4,4,0.07527229403111235,blinkit,night,1,0.7742605684324513,0.65,2,4.9751749850170786
560034,winter,0,3,5,0.23452002333298144,blinkit,evening,1,0.7125779432472608,0.7,1,4.195607392308346
600001,winter,16,2,4,0.25221237303171845,swiggy,night,0,0.6349515157609817,0.5,1,3.295048399328156
302001,winter,12,8,1,0.29253890818660805,blinkit,night,0,0.38721785707920475,0.2,1,3.8325071170358482
400001,summer,3,4,6,0.2565850081652822,blinkit,evening,1,0.909040941314236,0.8,1,4.413909181913256
500001,monsoon,6,7,6,0.24784538511435694,swiggy,night,1,0.96953254153502,0.4,2,4.97935389942208
560001,post_monsoon,16,8,4,0.16636707699192776,swiggy,evening,1,0.173639312625412,0.6,2,5.221480850839776
302001,monsoon,8,4,1,0.035590118159043116,blinkit,evening,0,0.22301264141187804,0.2,1,2.007406186148085
560001,monsoon,3,9,0,0.044760098398421155,zepto,morning,1,0.5256310280003696,0.6,2,4.003494792121874
600001,post_monsoon,18,8,5,0.21688913720357683,blinkit,morning,0,0.09125056928224529,0.5,2,5.676677461294101
400001,post_monsoon,0,1,1,0.17789656391049652,zepto,morning,0,0.4364483988231128,0.8,0,3.3395123992519147
110001,summer,9,8,5,0.2580674023372489,zepto,morning,1,0.5817912647777101,0.3,1,3.3779605513253115
500001,summer,3,3,6,0.15241908462813347,zepto,night,1,0.5220735711373331,0.4,1,3.8829307791668937
560034,summer,8,5,5,0.34395504572766217,swiggy,night,1,0.33090858307802606,0.7,1,5.834343676829453
110001,summer,12,5,6,0.4319774110047553,swiggy,morning,0,0.5424458060772068,0.3,1,3.362842262605413
600001,summer,13,5,1,0.14943159439343384,swiggy,evening,1,0.9588009542588478,0.5,2,5.744081654706012
302001,post_monsoon,9,1,6,0.0964920039695143,blinkit,evening,1,0.20601740429137605,0.2,1,3.808027507387782
560034,monsoon,5,6,7,0.05809028712704456,swiggy,evening,0,0.6548313583940036,0.7,2,3.8847542410000595
700001,summer,15,5,2,0.30812702028540623,swiggy,evening,1,0.04339669415605185,0.65,2,5.65376647976183
380001,summer,5,0,6,0.2219279955702847,blinkit,night,1,0.06641640448143493,0.3,1,3.7502471722200084
560034,monsoon,16,1,4,0.09400785859814448,blinkit,evening,0,0.551828224223585,0.7,2,4.704673167947714
600001,summer,9,6,1,0.3265683666459277,zepto,evening,0,0.10493918032794947,0.5,1,3.5246669198849006
411001,monsoon,17,0,7,0.0742415915026422,blinkit,morning,0,0.022346788426857334,0.5,2,4.333312474620535
380001,monsoon,17,0,0,0.2771503529239763,blinkit,evening,0,0.1715129976480222,0.3,1,2.8146156055852294
560001,post_monsoon,2,0,5,0.26357419081263234,swiggy,night,0,0.5648491709995744,0.6,0,1.3232789076252964
500001,winter,19,7,7,0.36711390059304166,zepto,evening,1,0.7033409545189324,0.4,2,6.189483918848562
560001,post_monsoon,14,3,3,0.027554819970333377,zepto,evening,1,0.20247856414138,0.6,1,6.471769465690399
560034,winter,14,3,7,0.44393646592566516,blinkit,night,0,0.6682594372081745,0.7,1,3.907308685649757
560001,winter,3,1,1,0.35149586307340974,swiggy,morning,1,0.18247633109922934,0.6,1,3.9375772203332366
600001,winter,8,0,7,0.10806299917438111,swiggy,night,1,0.6134574266312571,0.5,1,3.841658046031961
700001,summer,18,9,7,0.09170267430486984,swiggy,morning,0,0.41195967989579885,0.65,2,5.124510785373523
302001,post_monsoon,16,8,4,0.2158301070718917,swiggy,evening,0,0.6537995093336167,0.2,1,4.0503741829884214
500001,winter,10,6,6,0.40878266477229847,blinkit,morning,0,0.9950527524792473,0.4,1,3.6796877496947262
560001,monsoon,8,3,5,0.42147499656955356,swiggy,morning,1,0.937816965232562,0.6,2,4.406224265518389
560001,summer,9,5,2,0.2602280460696915,zepto,morning,0,0.004281757836103628,0.6,1,4.34362512798339
560034,post_monsoon,17,1,0,0.4304054313433687,zepto,evening,1,0.8854387643623057,0.7,2,6.461251813246268
302001,winter,19,6,2,0.0027218545958452856,blinkit,morning,1,0.06649079517476653,0.2,1,5.429161017743366
110001,monsoon,12,1,7,0.017587315765798306,swiggy,morning,1,0.9530465861598449,0.3,2,4.473759017952634
560001,post_monsoon,7,9,3,0.4559107968183714,swiggy,evening,1,0.2818256790996847,0.6,1,6.268173757328109
600001,post_monsoon,6,7,1,0.387665964942958,swiggy,night,0,0.38203483041127095,0.5,1,3.4767653755503414
411001,summer,16,7,5,0.22535302912519284,swiggy,night,1,0.09163820517572785,0.5,2,5.750651532370595
500001,post_monsoon,14,0,1,0.3768050657389936,blinkit,night,0,0.1122727583289096,0.4,1,3.290646252361489
560001,summer,19,7,4,0.4778197308617108,swiggy,evening,1,0.7267405652293196,0.6,2,6.915634435585752
600001,winter,14,1,1,0.3860447619406425,blinkit,evening,0,0.9443322357482916,0.5,1,4.0326783938224775
600001,summer,0,5,0,0.421185666909161,swiggy,night,0,0.6107484949543095,0.5,0,2.119773860434616
500001,monsoon,13,0,3,0.3803032906950309,swiggy,morning,0,0.715850015526811,0.4,1,4.097661954476085
110001,summer,4,4,2,0.0841055462167708,zepto,night,1,0.7619697445971535,0.3,1,3.286656785649415
600001,monsoon,10,6,7,0.4167870548228684,blinkit,evening,1,0.2628142745529417,0.5,2,4.2350471512866035
411001,summer,15,9,7,0.09755441001210502,zepto,morning,1,0.045229630920214925,0.5,2,6.257264284748626
600001,post_monsoon,1,0,3,0.4463056640220735,blinkit,morning,0,0.0018727439191685846,0.5,0,1.4294374004019461
600001,winter,7,1,5,0.22932494904053796,swiggy,evening,1,0.35064928295401865,0.5,1,3.397984504925578
600001,monsoon,10,6,1,0.33848837615551425,swiggy,morning,1,0.2414642281992161,0.5,2,4.7482380091664425
700001,summer,17,5,5,0.24862042394032174,blinkit,night,1,0.062317725049185646,0.65,2,6.32080601591134
700001,summer,2,2,2,0.046995464708301016,zepto,evening,0,0.17952829249366675,0.65,0,3.019902108125243
110001,summer,0,9,5,0.14536115381033254,blinkit,evening,1,0.1244988982679478,0.3,1,2.5583758410510624
560001,post_monsoon,10,1,4,0.491865926998503,blinkit,evening,1,0.9148783806173704,0.6,1,5.074892633787642
600001,post_monsoon,15,9,3,0.4803573758349087,swiggy,evening,0,0.14026721345916893,0.5,1,5.7602403107605955
302001,monsoon,17,3,2,0.16024344882777364,zepto,morning,0,0.5376484639876792,0.2,2,3.362569182161659
560001,monsoon,15,2,2,0.4981484021226129,blinkit,evening,0,0.5931059551121646,0.6,2,4.1478797551674145
110001,post_monsoon,9,6,6,0.4227755977484498,zepto,evening,0,0.5434894577086338,0.3,1,3.209888259738849
400001,monsoon,17,7,2,0.30547974971612735,zepto,morning,0,0.09905643421598798,0.8,2,5.911090797956804
560001,winter,5,1,6,0.020062310130504746,blinkit,evening,0,0.3187983617505512,0.6,1,3.35878111195201
560001,winter,18,9,0,0.45072341476918976,zepto,morning,1,0.05127033246315327,0.6,2,6.816444436050661
380001,post_monsoon,3,6,7,0.27871463963215987,swiggy,morning,1,0.395669914096316,0.3,1,3.801096455824815
560034,monsoon,12,7,6,0.4342380756013848,swiggy,evening,0,0.188598931271592,0.7,2,4.95905039443701
380001,summer,13,5,3,0.41721455995287116,swiggy,night,1,0.5616325332843798,0.3,1,4.682222053424348
411001,winter,2,5,5,0.41650310760054304,swiggy,evening,0,0.6928083938491005,0.5,1,2.2430099050089853
700001,post_monsoon,9,9,6,0.34908693035745253,zepto,night,1,0.5321198602047065,0.65,2,5.694400414270115
700001,monsoon,5,0,2,0.1457075693380243,swiggy,morning,0,0.43423669661139574,0.65,1,2.0811500926797923
560034,post_monsoon,0,3,3,0.16808012887225993,blinkit,night,0,0.3873334208566924,0.7,0,2.2056608032731795
500001,summer,13,0,6,0.15423460629134317,swiggy,evening,1,0.8416917680970037,0.4,1,5.39808226338344
500001,winter,7,3,6,0.010022999766282348,blinkit,evening,1,0.21936806506527007,0.4,1,4.568858307835559
110001,post_monsoon,18,1,2,0.2912844546074056,blinkit,night,1,0.7342183395288688,0.3,1,4.910032042142254
560034,post_monsoon,13,4,4,0.3494168352230164,swiggy,evening,1,0.757482324740119,0.7,2,5.942128925733683
560001,post_monsoon,9,9,4,0.42693299676260177,swiggy,night,1,0.4192000072707345,0.6,1,6.0356949447137715
500001,summer,16,8,6,0.07008271669136518,zepto,morning,1,0.29730059922563934,0.4,2,6.121702843771111
600001,post_monsoon,8,9,4,0.2720915744884009,blinkit,night,1,0.47054148604597523,0.5,1,5.499955476245401
302001,summer,5,2,1,0.00400407033689143,swiggy,night,1,0.0932139258926985,0.2,0,3.317064059397337
560001,summer,10,7,2,0.04754682385536474,zepto,night,0,0.04593003222908998,0.6,1,4.107705701365062
411001,summer,6,2,1,0.02710587210299653,swiggy,night,1,0.11160319945189179,0.5,1,4.017053658576808
600001,winter,16,5,3,0.36273901700774347,swiggy,morning,1,0.18714503146222616,0.5,2,5.3024457198698975
600001,winter,0,3,1,0.04052978193880158,swiggy,morning,0,0.504176820338043,0.5,0,2.1461174427341287
560034,post_monsoon,4,7,3,0.358226490779395,blinkit,morning,0,0.8491366361611221,0.7,1,3.289123990996295
110001,post_monsoon,8,5,6,0.12481235220529169,swiggy,night,0,0.23564233199968698,0.3,1,1.7760565530715775
411001,winter,17,7,3,0.43885648034846975,zepto,morning,0,0.9351620107467781,0.5,2,4.477170503394284
500001,monsoon,1,0,3,0.40657499418190707,swiggy,evening,1,0.9549079089350034,0.4,1,3.276144844726406
560034,winter,10,5,5,0.47891510873763826,swiggy,morning,1,0.9589046048452052,0.7,2,4.641917809367027
500001,summer,5,0,1,0.44188100772901595,zepto,night,0,0.8375627346763238,0.4,0,1.4352377424021032
560034,winter,7,0,5,0.46666470955817363,zepto,evening,0,0.3638250407977206,0.7,1,3.2185667006596077
560034,summer,3,7,6,0.4293711982566539,blinkit,night,1,0.07268391100262306,0.7,1,5.452859321697133
560034,post_monsoon,17,6,2,0.3466909503074277,blinkit,evening,1,0.5688187317664949,0.7,2,7.24998803446691
110001,monsoon,10,2,1,0.08512957606271798,blinkit,night,1,0.5586814439372337,0.3,1,4.850817309314986
560034,post_monsoon,4,5,2,0.13585375942704647,blinkit,night,1,0.8499757671095955,0.7,1,4.803890924363108
400001,summer,14,8,2,0.10636348306513654,zepto,evening,0,0.9959910509461052,0.8,2,5.195409782766484
302001,summer,17,6,3,0.3017928938291028,swiggy,morning,1,0.5081573065601476,0.2,1,5.671653337216478
500001,summer,1,2,7,0.2518099689868007,swiggy,evening,0,0.34520403103978425,0.4,0,1.1003163600813721
560001,monsoon,10,5,1,0.4335399985792118,swiggy,evening,0,0.185901711556267,0.6,1,3.3113083748826817
380001,winter,12,3,2,0.47633643324953784,blinkit,evening,0,0.004799824817370735,0.3,1,2.42245511241599
411001,post_monsoon,3,2,7,0.20242994480907217,zepto,evening,1,0.5091136924888792,0.5,1,4.19444231048253
700001,post_monsoon,6,8,4,0.2531752766404062,zepto,evening,0,0.5555186667025958,0.65,1,3.2327097112614207
110001,winter,10,9,2,0.4857581784020696,zepto,night,1,0.8249384798173974,0.3,1,5.300301704258134
560001,post_monsoon,3,1,4,0.13811947081157178,swiggy,night,0,0.5045769678928006,0.6,1,2.4242251418255267
600001,monsoon,14,0,1,0.3961953876794068,blinkit,morning,1,0.9164683486660565,0.5,2,5.650869824772297
400001,post_monsoon,0,1,6,0.11261995116762313,zepto,morning,0,0.6280834765714355,0.8,1,1.9473089093174696
700001,summer,2,6,5,0.340730057712636,blinkit,evening,0,0.8403362382210832,0.65,1,2.5372421716589963
380001,winter,13,9,1,0.12680781381928208,zepto,morning,1,0.1483017348077471,0.3,1,5.476994532189773
560001,monsoon,5,0,5,0.44186669441569343,blinkit,morning,1,0.8553361303023147,0.6,2,3.834520046649923
700001,winter,17,5,5,0.2807389718683384,zepto,evening,0,0.6751438544438484,0.65,2,3.753324975758658
